LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:ERROR
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Do not clear cell content as cell has formula
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521] }|FINISH : runTest STATUS : ERROR
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:ERROR
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:Accounts_View_History
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521] }|START : runTest
LogUtils.java, TRACE, TestSetRunner{ cbf.harness.Harness@3d075dc0 }|GetTestCase(), instanceMap
LogUtils.java, TRACE, ExcelAccess{ {enableStepSelection=true, folderpath=, enableIterationSelection=true} }|getTestCase()
LogUtils.java, TRACE, ExcelAccess{ {enableStepSelection=true, folderpath=, enableIterationSelection=true} }|DeserializeTest(Accounts_View_History;C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(login-loginBillingCenter-_DefaultCompRow)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(login-loginBillingCenter.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file loginBillingCenter.xlsx does not exists. |C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/login/loginBillingCenter.xlsx|Plan/Data/login
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-loginData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-loginData.xls)=C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/loginData.xls
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls }Accounts_View_HistoryC:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step added:{ moduleCode = login ; offlineRowId = _DefaultCompRow ; componentCode = loginBillingCenter ; stepName = Summary   Login to Application ; abortTestIfUnexpected = false ; inlineRowId =  ; _selectYN = Y }:#0
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(Account_Search-Account_Search-_DefaultCompRow)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(Account_Search-Account_Search.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file Account_Search.xlsx does not exists. |C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/Account_Search/Account_Search.xlsx|Plan/Data/Account_Search
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-Account_SearchData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-Account_SearchData.xls)=C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/Account_SearchData.xls
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls }Accounts_View_HistoryC:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step added:{ moduleCode = Account_Search ; offlineRowId = _DefaultCompRow ; componentCode = Account_Search ; stepName = Summary ; abortTestIfUnexpected = false ; inlineRowId =  ; _selectYN = Y }:#0
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(Accounts_View_History-Accounts_View_History-_DefaultCompRow)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(Accounts_View_History-Accounts_View_History.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file Accounts_View_History.xlsx does not exists. |C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/Accounts_View_History/Accounts_View_History.xlsx|Plan/Data/Accounts_View_History
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-Accounts_View_HistoryData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-Accounts_View_HistoryData.xls)=C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/Accounts_View_HistoryData.xls
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls }Accounts_View_HistoryC:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step added:{ moduleCode = Accounts_View_History ; offlineRowId = _DefaultCompRow ; componentCode = Accounts_View_History ; stepName = Summary ; abortTestIfUnexpected = false ; inlineRowId =  ; _selectYN = Y }:#0
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(login-logOutBillingCenter-_DefaultCompRow)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(login-logOutBillingCenter.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file logOutBillingCenter.xlsx does not exists. |C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/login/logOutBillingCenter.xlsx|Plan/Data/login
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-loginData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-loginData.xls)=C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/Data/loginData.xls
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls }Accounts_View_HistoryC:\Igate\CBFCafeNext//Projects//SeleniumProject/Plan/TestCases/Accounts_View_History.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step added:{ moduleCode = login ; offlineRowId = _DefaultCompRow ; componentCode = logOutBillingCenter ; stepName = Summary   LogOut ; abortTestIfUnexpected = false ; inlineRowId =  ; _selectYN = Y }:#0
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$2@435871cb
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] }|START : run
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@79da1ec0
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] }|START : track
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@79da1ec0
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] }|START : track
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] } }|performComponent()
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] } }|appdriver.perform( login_loginBillingCenter_{ _rowId = _DefaultCompRow ; Type@UserName = su ; Type@password = gw ; LaunchBrowser = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do } ) 
LogUtils.java, TRACE, loginDriver|Executing.............loginBillingCenter with parameters DataRow{ _rowId = _DefaultCompRow;Type@UserName = su;Type@password = gw;LaunchBrowser = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do; }
LogUtils.java, TRACE, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316, cbf.harness.ParameterAccess@40f70521, cbf.harness.ParameterAccess@609640d5] }|Report Event: type:PASSED:details:{ actual = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do opened successfully ; expected = Should open https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do ; name = Open  https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do ; screenDump = true }
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|Report log
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|DumpScreen : C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ScreenShots/Accounts_View_History/Accounts_View_History_Summary___Login_to_Application_0_469.png
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:DETAILS:TestResult{  }:{ actual = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do opened successfully , expected = Should open https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do , name = Open  https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do , screenDump = true }
